,,,,,,,,
,Report of all payments made by GLA & GLA Land & Property for value equal to or greater than £ 250.00 Excl. VAT,,,,,,,
,Reporting Period : ,7,,,,,,
,Start Date:,"14th September, 2014",,,,,,
,End Date:,"11th October, 2014",,,,,,
,Financial Year :,2014 / 15,,,,,,
,,,,,,,,
,Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,
,15500142,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108212898,"3,384,952.00",25 Sep  2014,
,10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108246508,"3,089,000.00",08 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021265,"1,772,982.00",25 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021266,"1,772,982.00",25 Sep  2014,
,10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900020999,"1,673,907.50",24 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021264,"1,660,500.00",25 Sep  2014,
,10024343,ITM POWER TRADING LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108245252,"1,222,007.50",01 Oct  2014,
,15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108236004,"1,036,557.00",01 Oct  2014,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021306,"856,800.00",30 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021226,"640,244.00",23 Sep  2014,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021283,"621,000.00",26 Sep  2014,
,16001124,TOYOTA MOTOR EUROPE NV/SA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108229087,"597,517.46",19 Sep  2014,
,18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021354,"583,328.00",01 Oct  2014,
,18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021353,"500,010.00",01 Oct  2014,
,18000006,WEST LONDON YMCA,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021334,"441,346.00",01 Oct  2014,
,10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108262274,"429,581.22",10 Oct  2014,
,18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021355,"416,663.00",01 Oct  2014,
,16001111,BAYERISCHE MOTOREN WERKE AG,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108233315,"404,824.45",25 Sep  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021359,"391,521.00",01 Oct  2014,
,18000101,LONDON BOROUGH OF BARKING AND DAGEN,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021215,"349,650.00",19 Sep  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021360,"315,000.00",01 Oct  2014,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021347,"291,808.00",01 Oct  2014,
,18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021410,"284,380.00",07 Oct  2014,
,15050001,HMRC,544070,MISCELLANEOUS FINANCE EXPENSES,1900001282,"281,910.00",26 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021263,"240,000.00",25 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021258,"225,000.00",24 Sep  2014,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021285,"205,919.00",26 Sep  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021357,"202,500.00",01 Oct  2014,
,10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108239146,"200,000.00",01 Oct  2014,
,10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108233925,"176,900.00",24 Sep  2014,
,18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021227,"167,071.00",24 Sep  2014,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021145,"158,508.00",16 Sep  2014,
,10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108244976,"152,293.25",08 Oct  2014,
,18000034,PARADIGM HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021267,"140,000.00",25 Sep  2014,
,10017108,THAMES FESTIVAL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108246001,"130,000.00",08 Oct  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021352,"126,994.00",01 Oct  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021358,"120,291.00",01 Oct  2014,
,15500125,LONDON BOROUGH OF CROYDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108255455,"119,787.34",10 Oct  2014,
,10021190,SAINT JOHN OF GOD HOSPITALLER SERVI,542800,HSG-ROUGH SLEEPING,5108240315,"117,865.50",07 Oct  2014,
,10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108244733,"115,751.50",08 Oct  2014,
,18000161,LONDON BOROUGH OF ENFIELD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021364,"107,500.00",01 Oct  2014,
,18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021350,"106,671.00",01 Oct  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021356,"105,000.00",01 Oct  2014,
,18000176,LONDON BOROUGH OF BRENT,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021320,"105,000.00",30 Sep  2014,
,10020764,BROADWAY HOMELESSNESS AND SUPPORT,537000,HOTEL ACCOMMODATION,5108250590,"99,490.75",24 Sep  2014,
,10023680,FREE THE CHILDREN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108242242,"92,000.00",17 Sep  2014,
,10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240778,"91,855.00",25 Sep  2014,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021286,"91,627.00",26 Sep  2014,
,10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108244967,"90,588.25",08 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021310,"90,520.00",30 Sep  2014,
,15500402,LONDON BOROUGH OF HAVERING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108239747,"86,927.83",18 Sep  2014,
,10022814,LEONARD CHESHIRE DISABILITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108225192,"86,025.54",30 Sep  2014,
,10024273,LEARNING UNLIMITED LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108250549,"75,909.79",24 Sep  2014,
,18000147,LONDON BOROUGH OF HAVERING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021361,"75,170.00",01 Oct  2014,
,10024209,REAL ACTION (QPCT) LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108242192,"70,000.00",16 Sep  2014,
,18000176,LONDON BOROUGH OF BRENT,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021322,"70,000.00",30 Sep  2014,
,18000005,CENTREPOINT,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021158,"63,824.00",18 Sep  2014,
,18000005,CENTREPOINT,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021159,"63,824.00",18 Sep  2014,
,10007129,ESRI (UK) LIMITED,536510,SOFTWARE MAINTENANCE,5108230243,"63,435.00",24 Sep  2014,
,18000005,CENTREPOINT,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021148,"60,000.00",17 Sep  2014,
,18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021349,"60,000.00",01 Oct  2014,
,10000611,PETER BRETT ASSOCIATES LLP,542050,RESEARCH & STUDY FEES,5108218640,"56,643.01",10 Oct  2014,
,10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108228727,"53,916.96",17 Sep  2014,
,18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021160,"52,705.00",18 Sep  2014,
,10007004,PRICEWATERHOUSECOOPERS LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108247086,"51,330.75",19 Sep  2014,
,18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021369,"51,290.00",02 Oct  2014,
,18000147,LONDON BOROUGH OF HAVERING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021362,"50,114.00",01 Oct  2014,
,10000010,LONDON FIRST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240473,"50,000.00",15 Sep  2014,
,10000010,LONDON FIRST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240473,"50,000.00",15 Sep  2014,
,10024087,ACHIEVEMENT FOR ALL 3AS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108232928,"50,000.00",15 Sep  2014,
,10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108258177,"50,000.00",08 Oct  2014,
,18000161,LONDON BOROUGH OF ENFIELD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021363,"50,000.00",01 Oct  2014,
,18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021307,"49,684.00",30 Sep  2014,
,10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108261651,"49,457.08",08 Oct  2014,
,10016907,GROUNDWORK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108250540,"48,300.84",10 Oct  2014,
,10016392,UNIVERSITY OF EAST LONDON,542050,RESEARCH & STUDY FEES,5108234524,"44,080.00",29 Sep  2014,
,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108232950,"43,506.20",24 Sep  2014,
,10001351,REMPLOY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108228258,"42,689.65",26 Sep  2014,
,10023796,LAMBETH TEACHING SCHOOLS' ALLIANCE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108263416,"42,400.00",10 Oct  2014,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021415,"42,175.00",08 Oct  2014,
,18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021416,"42,175.00",08 Oct  2014,
,18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021287,"41,568.00",26 Sep  2014,
,13002176,GBM SERVICES LTD,510700,OFFICE CLEANING,5108252128,"40,428.22",26 Sep  2014,
,13002176,GBM SERVICES LTD,510700,OFFICE CLEANING,5108234312,"40,428.21",26 Sep  2014,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021144,"40,191.00",16 Sep  2014,
,10023994,CONTINENTAL DRIFTS LTD,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108256353,"40,000.00",02 Oct  2014,
,10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108245618,"38,132.23",06 Oct  2014,
,10000063,VODAFONE CORPORATE LTD,535020,"MOBILE PHONE LINE RENT, CALLS & EQUIPMENT",1900021127,"37,451.27",15 Sep  2014,
,10001351,REMPLOY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108225608,"36,918.90",26 Sep  2014,
,18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021351,"35,977.00",01 Oct  2014,
,10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108240129,"35,000.00",01 Oct  2014,
,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108231000,"34,935.00",24 Sep  2014,
,10001427,BRITISH FILM INSTITUTE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108242080,"33,620.00",30 Sep  2014,
,14000685,CUK SECURITY SERVICES,510025,SECURITY SERVICES (GUARDS),5108239292,"32,115.74",16 Sep  2014,
,10020764,BROADWAY HOMELESSNESS AND SUPPORT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108257839,"31,250.00",07 Oct  2014,
,10021648,SHP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108239024,"31,250.00",01 Oct  2014,
,18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021301,"31,155.00",29 Sep  2014,
,10007848,SOUTH LONDON AND MAUDSLEY NHS TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108244881,"31,070.00",08 Oct  2014,
,13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108241320,"30,671.49",25 Sep  2014,
,10006188,IMPERIAL COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224485,"30,000.00",07 Oct  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021288,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021289,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021290,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021291,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021292,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021293,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021294,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021295,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021296,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021297,"30,000.00",26 Sep  2014,
,18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021298,"30,000.00",26 Sep  2014,
,10023312,ARCHITECTURE 00 LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108241443,"29,988.00",25 Sep  2014,
,10000541,SAP UK LTD,536510,SOFTWARE MAINTENANCE,5108246527,"29,275.59",07 Oct  2014,
,10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108244733,"29,116.05",08 Oct  2014,
,10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108246397,"27,479.00",08 Oct  2014,
,10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108245018,"26,884.00",07 Oct  2014,
,10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108239798,"25,604.50",01 Oct  2014,
,10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108257664,"25,110.67",08 Oct  2014,
,13000063,EDF ENERGY,510100,ELECTRICITY,1900021033,"24,575.70",18 Sep  2014,
,10024819,21 TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108244891,"24,479.00",08 Oct  2014,
,10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108234583,"21,333.33",29 Sep  2014,
,10017067,PREVISTA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108235062,"21,097.17",24 Sep  2014,
,15500125,LONDON BOROUGH OF CROYDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108254541,"20,492.76",10 Oct  2014,
,14000168,TRIBAL EDUCATION LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108245242,"20,046.00",17 Sep  2014,
,18000161,LONDON BOROUGH OF ENFIELD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021365,"20,000.00",01 Oct  2014,
